,Date,Delhi,Mumbai,Chennai,Kolkata,Mean,Delhi_pc,Mumbai_pc,Chennai_pc,Kolkata_pc,Mean_pc,Price,INR,rup_lit_crude,int_pc,rup_lit_crude_pc,Type,INR_pc
881,2017-07-31,65.26,74.58,67.78,68.45,69.0175,-0.34,-2.76,-0.35,0.62,-0.78,51.99,64.19,20.98891886792453,13.76,13.34,Petrol,-0.37
882,2017-07-28,64.69,74.02,67.18,68.0,68.4725,-1.21,-3.49,-1.23,-0.04,-1.56,52.0,64.16,20.983144654088047,13.79,13.31,Petrol,-0.42
883,2017-07-27,64.59,73.92,67.07,67.92,68.375,-1.36,-3.62,-1.4,-0.16,-1.7,50.67,64.16,20.44646037735849,10.88,10.41,Petrol,-0.42
884,2017-07-26,64.57,73.91,67.06,67.91,68.3625,-1.39,-3.64,-1.41,-0.18,-1.72,50.08,64.36,20.27137610062893,9.58,9.47,Petrol,-0.11
885,2017-07-25,64.57,73.9,67.05,67.91,68.35749999999999,-1.39,-3.65,-1.43,-0.18,-1.73,49.19,64.39,19.920403144654088,7.64,7.57,Petrol,-0.06
886,2017-07-24,64.53,73.87,67.01,67.88,68.3225,-1.45,-3.69,-1.48,-0.22,-1.78,47.81,64.4,19.364553459119502,4.62,4.57,Petrol,-0.05
887,2017-07-21,64.28,73.61,66.75,67.68,68.08,-1.83,-4.03,-1.87,-0.51,-2.12,47.47,64.34,19.208929559748427,3.87,3.73,Petrol,-0.14
888,2017-07-20,64.25,73.59,66.72,67.66,68.055,-1.88,-4.05,-1.91,-0.54,-2.16,48.54,64.44,19.67243773584905,6.21,6.23,Petrol,0.02
889,2017-07-19,64.21,73.54,66.67,67.62,68.01,-1.94,-4.12,-1.98,-0.6,-2.22,48.34,64.3,19.54881761006289,5.78,5.56,Petrol,-0.2
890,2017-07-18,64.21,73.54,66.67,67.62,68.01,-1.94,-4.12,-1.98,-0.6,-2.22,47.92,64.33,19.388010062893084,4.86,4.7,Petrol,-0.16
891,2017-07-17,64.15,73.49,66.61,67.58,67.9575,-2.03,-4.19,-2.07,-0.66,-2.3,47.66,64.35,19.288811320754714,4.29,4.16,Petrol,-0.12
892,2017-07-14,63.89,73.23,66.34,67.37,67.70750000000001,-2.43,-4.52,-2.47,-0.97,-2.66,47.89,64.38,19.390932075471696,4.79,4.71,Petrol,-0.08
893,2017-07-13,63.91,73.25,66.36,67.38,67.725,-2.4,-4.5,-2.44,-0.96,-2.63,47.65,64.45,19.31473270440252,4.27,4.3,Petrol,0.03
894,2017-07-12,63.93,73.27,66.38,67.4,67.745,-2.37,-4.47,-2.41,-0.93,-2.61,46.73,64.54,18.96826540880503,2.25,2.43,Petrol,0.17
895,2017-07-11,63.93,73.27,66.38,67.4,67.745,-2.37,-4.47,-2.41,-0.93,-2.61,46.68,64.59,18.962649056603777,2.14,2.4,Petrol,0.25
896,2017-07-10,63.83,75.04,66.25,66.73,67.9625,-2.52,-2.16,-2.6,-1.91,-2.29,46.57,64.5,18.891603773584908,1.9,2.01,Petrol,0.11
897,2017-07-07,63.33,74.54,65.72,66.33,67.48,-3.28,-2.82,-3.38,-2.5,-2.99,46.47,64.58,18.87441886792453,1.68,1.92,Petrol,0.23
898,2017-07-06,63.19,74.41,65.58,66.23,67.3525,-3.5,-2.99,-3.59,-2.65,-3.17,48.53,64.76,19.76605534591195,6.19,6.74,Petrol,0.51
899,2017-07-05,63.08,74.3,65.46,66.14,67.24499999999999,-3.67,-3.13,-3.76,-2.78,-3.32,47.58,64.8,19.39109433962264,4.11,4.71,Petrol,0.57
900,2017-07-04,63.08,74.3,65.46,66.14,67.24499999999999,-3.67,-3.13,-3.76,-2.78,-3.32,49.15,64.74,20.01239622641509,7.55,8.07,Petrol,0.48
901,2017-07-03,63.13,74.35,65.51,66.18,67.2925,-3.59,-3.06,-3.69,-2.72,-3.26,49.13,64.86,20.041332075471697,7.51,8.22,Petrol,0.67
902,2017-06-30,63.31,74.56,65.74,66.32,67.4825,-3.31,-2.79,-3.35,-2.51,-2.98,47.08,64.62,19.13402264150944,3.02,3.32,Petrol,0.29
903,2017-06-29,63.47,74.71,65.9,66.45,67.63250000000001,-3.07,-2.59,-3.12,-2.32,-2.77,47.02,64.59,19.10076603773585,2.89,3.14,Petrol,0.25
904,2017-06-28,63.46,74.71,65.9,66.45,67.63,-3.08,-2.59,-3.12,-2.32,-2.77,46.45,64.56,18.86045283018868,1.64,1.85,Petrol,0.2
905,2017-06-27,63.46,74.71,65.89,66.44,67.625,-3.08,-2.59,-3.13,-2.34,-2.78,46.17,64.51,18.73224339622642,1.03,1.15,Petrol,0.12
906,2017-06-26,63.55,74.79,65.98,66.51,67.7075,-2.95,-2.49,-3.0,-2.23,-2.66,44.09,64.45,17.871701257861638,-3.52,-3.49,Petrol,0.03
907,2017-06-23,64.23,75.46,66.7,67.04,68.3575,-1.91,-1.62,-1.94,-1.46,-1.73,44.14,64.53,17.914177358490566,-3.41,-3.26,Petrol,0.16
908,2017-06-22,64.44,75.68,66.93,67.21,68.565,-1.59,-1.33,-1.6,-1.21,-1.43,44.46,64.6,18.063622641509436,-2.71,-2.46,Petrol,0.26
909,2017-06-21,64.55,75.79,67.04,67.3,68.67,-1.42,-1.19,-1.44,-1.07,-1.28,44.62,64.5,18.10056603773585,-2.36,-2.26,Petrol,0.11
910,2017-06-20,64.55,75.78,67.04,67.3,68.6675,-1.42,-1.2,-1.44,-1.07,-1.28,43.98,64.51,17.843709433962264,-3.76,-3.64,Petrol,0.12
911,2017-06-19,64.65,75.88,67.14,67.37,68.76,-1.27,-1.07,-1.29,-0.97,-1.15,45.93,64.42,18.60887169811321,0.5,0.49,Petrol,-0.02
912,2017-06-16,65.48,76.7,68.02,68.03,69.5575,0.0,0.0,0.0,0.0,0.0,45.7,64.43,18.518559748427677,0.0,0.0,Petrol,0.0
913,2021-02-16,79.7,86.72,84.77,83.29,83.62,46.27,44.77,47.66,47.03,46.41,63.96,72.82,29.29287547169811,39.96,58.18,Diesel,13.02
914,2021-02-15,79.35,86.34,84.44,82.94,83.2675,45.62,44.14,47.08,46.41,45.8,63.58,72.61,29.034866666666662,39.12,56.79,Diesel,12.7
915,2021-02-12,78.38,85.32,83.52,81.96,82.29499999999999,43.84,42.44,45.48,44.68,44.09,62.47,72.58,28.51617987421384,36.7,53.99,Diesel,12.65
916,2021-02-11,78.03,84.94,83.18,81.61,81.94,43.2,41.8,44.89,44.06,43.47,61.09,72.78,27.963083018867927,33.68,51.0,Diesel,12.96
917,2021-02-10,77.73,84.63,82.9,81.31,81.64250000000001,42.65,41.29,44.4,43.53,42.95,61.17,72.83,28.018937735849057,33.85,51.3,Diesel,13.04
918,2021-02-09,77.48,84.36,82.66,81.06,81.39,42.19,40.83,43.98,43.09,42.51,60.74,72.93,27.86017735849057,32.91,50.44,Diesel,13.19
919,2021-02-08,77.13,83.99,82.33,80.71,81.03999999999999,41.55,40.22,43.41,42.47,41.9,60.17,72.95,27.606298742138367,31.66,49.07,Diesel,13.22
920,2021-02-05,77.13,83.99,82.33,80.71,81.03999999999999,41.55,40.22,43.41,42.47,41.9,59.48,72.91,27.27475974842767,30.15,47.28,Diesel,13.16
921,2021-02-04,76.83,83.67,82.04,80.41,80.73750000000001,41.0,39.68,42.9,41.94,41.37,58.98,72.89,27.038064150943395,29.06,46.01,Diesel,13.13
922,2021-02-03,76.48,83.3,81.71,80.08,80.3925,40.36,39.07,42.33,41.36,40.76,58.61,72.91,26.87581823899371,28.25,45.13,Diesel,13.16
923,2021-02-02,76.48,83.3,81.71,80.08,80.3925,40.36,39.07,42.33,41.36,40.76,57.62,72.99,26.45084150943396,26.08,42.83,Diesel,13.29
924,2021-02-01,76.48,83.3,81.71,80.08,80.3925,40.36,39.07,42.33,41.36,40.76,56.42,73.11,25.94255471698113,23.46,40.09,Diesel,13.47
925,2021-01-29,76.48,83.3,81.71,80.08,80.3925,40.36,39.07,42.33,41.36,40.76,55.25,72.87,25.32117924528302,20.9,36.73,Diesel,13.1
926,2021-01-28,76.48,83.3,81.71,80.08,80.3925,40.36,39.07,42.33,41.36,40.76,54.87,73.05,25.20914150943396,20.07,36.13,Diesel,13.38
927,2021-01-27,76.48,83.3,81.71,80.08,80.3925,40.36,39.07,42.33,41.36,40.76,55.07,73.0,25.2837106918239,20.5,36.53,Diesel,13.3
928,2021-01-26,76.23,83.03,81.47,79.83,80.14,39.9,38.61,41.91,40.92,40.32,55.26,72.93,25.346615094339622,20.92,36.87,Diesel,13.19
929,2021-01-25,75.88,82.66,81.14,79.48,79.79,39.25,38.0,41.33,40.3,39.71,55.44,72.93,25.429177358490566,21.31,37.32,Diesel,13.19
930,2021-01-22,75.63,82.4,80.9,79.23,79.54,38.8,37.56,40.92,39.86,39.27,55.22,73.01,25.356051572327047,20.83,36.92,Diesel,13.32
931,2021-01-21,75.38,82.13,80.67,78.97,79.2875,38.34,37.11,40.52,39.4,38.83,55.68,72.97,25.553267924528303,21.84,37.99,Diesel,13.25
932,2021-01-20,75.38,82.13,80.67,78.97,79.2875,38.34,37.11,40.52,39.4,38.83,55.66,73.03,25.565093081761,21.79,38.05,Diesel,13.35
933,2021-01-19,75.38,82.13,80.67,78.97,79.2875,38.34,37.11,40.52,39.4,38.83,55.38,73.16,25.48176603773585,21.18,37.6,Diesel,13.55
934,2021-01-18,75.13,81.87,80.43,78.72,79.0375,37.88,36.68,40.1,38.96,38.39,54.21,73.31,24.994560377358493,18.62,34.97,Diesel,13.78
935,2021-01-15,74.88,81.6,80.19,78.47,78.785,37.42,36.23,39.68,38.52,37.95,54.8,73.11,25.19766037735849,19.91,36.07,Diesel,13.47
936,2021-01-14,74.88,81.6,80.19,78.47,78.785,37.42,36.23,39.68,38.52,37.95,55.76,73.13,25.646093081761,22.01,38.49,Diesel,13.5
937,2021-01-13,74.63,81.34,79.95,78.22,78.535,36.96,35.79,39.26,38.08,37.51,55.52,73.16,25.546183647798745,21.49,37.95,Diesel,13.55
938,2021-01-12,74.38,81.07,79.72,77.97,78.285,36.5,35.34,38.86,37.63,37.07,55.98,73.26,25.79304905660377,22.49,39.28,Diesel,13.7
939,2021-01-11,74.38,81.07,79.72,77.97,78.285,36.5,35.34,38.86,37.63,37.07,54.84,73.46,25.33676981132076,20.0,36.82,Diesel,14.02
940,2021-01-08,74.38,81.07,79.72,77.97,78.285,36.5,35.34,38.86,37.63,37.07,55.51,73.3,25.59045911949685,21.47,38.19,Diesel,13.77
941,2021-01-07,74.38,81.07,79.72,77.97,78.285,36.5,35.34,38.86,37.63,37.07,53.7,73.35,24.77292452830189,17.51,33.77,Diesel,13.84
942,2021-01-06,74.12,80.78,79.46,77.7,78.015,36.02,34.86,38.41,37.16,36.6,53.8,73.11,24.73784905660377,17.72,33.58,Diesel,13.47
943,2021-01-05,73.87,80.51,79.21,77.44,77.7575,35.57,34.41,37.97,36.7,36.15,53.16,73.24,24.487033962264142,16.32,32.23,Diesel,13.67
944,2021-01-04,73.87,80.51,79.21,77.44,77.7575,35.57,34.41,37.97,36.7,36.15,50.37,73.02,23.13218490566037,10.22,24.91,Diesel,13.33
945,2020-12-31,73.87,80.51,79.21,77.44,77.7575,35.57,34.41,37.97,36.7,36.15,51.22,73.07,23.538650314465407,12.08,27.11,Diesel,13.41
946,2020-12-30,73.87,80.51,79.21,77.44,77.7575,35.57,34.41,37.97,36.7,36.15,50.74,73.19,23.356355974842767,11.03,26.12,Diesel,13.6
947,2020-12-29,73.87,80.51,79.21,77.44,77.7575,35.57,34.41,37.97,36.7,36.15,50.44,73.37,23.27536352201258,10.37,25.69,Diesel,13.88
948,2020-12-28,73.87,80.51,79.21,77.44,77.7575,35.57,34.41,37.97,36.7,36.15,50.88,73.5,23.52,11.33,27.01,Diesel,14.08
949,2020-12-24,73.87,80.51,79.21,77.44,77.7575,35.57,34.41,37.97,36.7,36.15,50.88,73.55,23.536,11.33,27.09,Diesel,14.15
950,2020-12-23,73.87,80.51,79.21,77.44,77.7575,35.57,34.41,37.97,36.7,36.15,51.05,73.81,23.698116352201257,11.71,27.97,Diesel,14.56
951,2020-12-22,73.87,80.51,79.21,77.44,77.7575,35.57,34.41,37.97,36.7,36.15,49.88,73.86,23.170671698113207,9.15,25.12,Diesel,14.64
952,2020-12-21,73.87,80.51,79.21,77.44,77.7575,35.57,34.41,37.97,36.7,36.15,50.61,74.04,23.567071698113207,10.74,27.26,Diesel,14.92
953,2020-12-18,73.87,80.51,79.21,77.44,77.7575,35.57,34.41,37.97,36.7,36.15,52.17,73.51,24.119601886792456,14.16,30.25,Diesel,14.09
954,2020-12-17,73.87,80.51,79.21,77.44,77.7575,35.57,34.41,37.97,36.7,36.15,51.2,73.59,23.69690566037736,12.04,27.96,Diesel,14.22
955,2020-12-16,73.87,80.51,79.21,77.44,77.7575,35.57,34.41,37.97,36.7,36.15,50.83,73.65,23.54483962264151,11.23,27.14,Diesel,14.31
956,2020-12-15,73.87,80.51,79.21,77.44,77.7575,35.57,34.41,37.97,36.7,36.15,50.77,73.59,23.497888679245285,11.09,26.89,Diesel,14.22
957,2020-12-14,73.87,80.51,79.21,77.44,77.7575,35.57,34.41,37.97,36.7,36.15,50.27,73.55,23.25382704402516,10.0,25.57,Diesel,14.15
958,2020-12-11,73.87,80.51,79.21,77.44,77.7575,35.57,34.41,37.97,36.7,36.15,50.01,73.78,23.205898113207542,9.43,25.31,Diesel,14.51
959,2020-12-10,73.87,80.51,79.21,77.44,77.7575,35.57,34.41,37.97,36.7,36.15,50.33,73.67,23.319566666666667,10.13,25.93,Diesel,14.34
960,2020-12-09,73.87,80.51,79.21,77.44,77.7575,35.57,34.41,37.97,36.7,36.15,48.81,73.67,22.6153,6.81,22.12,Diesel,14.34
961,2020-12-08,73.87,80.51,79.21,77.44,77.7575,35.57,34.41,37.97,36.7,36.15,48.84,73.64,22.619984905660377,6.87,22.15,Diesel,14.29
962,2020-12-07,73.87,80.51,79.21,77.44,77.7575,35.57,34.41,37.97,36.7,36.15,48.63,73.9,22.60224528301887,6.41,22.05,Diesel,14.7
963,2020-12-04,73.07,79.66,78.45,76.64,76.955,34.1,32.99,36.65,35.29,34.74,49.1,73.75,22.77437106918239,7.44,22.98,Diesel,14.47
964,2020-12-03,72.84,79.42,78.24,76.41,76.72749999999999,33.68,32.59,36.28,34.88,34.34,48.37,73.83,22.46010754716981,5.84,21.28,Diesel,14.59
965,2020-12-02,72.65,79.22,78.06,76.22,76.5375,33.33,32.25,35.97,34.55,34.01,47.8,73.74,22.168377358490563,4.6,19.71,Diesel,14.45
966,2020-12-01,72.42,78.97,77.84,75.99,76.30499999999999,32.91,31.84,35.59,34.14,33.6,47.03,73.66,21.787608805031446,2.91,17.65,Diesel,14.33
967,2020-11-30,72.42,78.97,77.84,75.99,76.30499999999999,32.91,31.84,35.59,34.14,33.6,46.84,74.07,21.820369811320752,2.49,17.83,Diesel,14.96
968,2020-11-27,71.86,78.38,77.3,75.43,75.7425,31.88,30.85,34.65,33.15,32.62,46.88,74.07,21.839003773584903,2.58,17.93,Diesel,14.96
969,2020-11-26,71.62,78.12,77.08,75.19,75.5025,31.44,30.42,34.26,32.73,32.2,46.32,73.84,21.511124528301888,1.36,16.16,Diesel,14.6
970,2020-11-25,71.41,77.9,76.88,74.98,75.2925,31.05,30.05,33.91,32.36,31.83,47.3,73.89,21.981113207547168,3.5,18.7,Diesel,14.68
971,2020-11-24,71.41,77.9,76.88,74.98,75.2925,31.05,30.05,33.91,32.36,31.83,46.63,74.09,21.728406918239,2.04,17.33,Diesel,14.99
972,2020-11-23,71.25,77.73,76.72,74.82,75.13,30.76,29.77,33.64,32.07,31.55,45.0,74.03,20.95188679245283,-1.53,13.14,Diesel,14.9
973,2020-11-20,70.68,77.11,76.17,74.24,74.55000000000001,29.71,28.73,32.68,31.05,30.53,43.79,74.13,20.41605471698113,-4.18,10.25,Diesel,15.06
974,2020-11-19,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,43.09,74.2,20.108666666666668,-5.71,8.59,Diesel,15.16
975,2020-11-18,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,42.91,74.16,20.013871698113206,-6.11,8.07,Diesel,15.1
976,2020-11-17,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,42.54,74.47,19.924237735849054,-6.91,7.59,Diesel,15.58
977,2020-11-16,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,42.71,74.45,19.998487421383647,-6.54,7.99,Diesel,15.55
978,2020-11-13,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,41.51,74.64,19.486203773584904,-9.17,5.23,Diesel,15.85
979,2020-11-12,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,42.16,74.69,19.804593710691822,-7.75,6.94,Diesel,15.92
980,2020-11-11,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,42.5,74.42,19.892138364779875,-7.0,7.42,Diesel,15.51
981,2020-11-10,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,42.25,74.24,19.727295597484275,-7.55,6.53,Diesel,15.23
982,2020-11-09,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,40.93,73.75,18.98482704402516,-10.44,2.52,Diesel,14.47
983,2020-11-06,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,38.08,74.14,17.756296855345912,-16.67,-4.12,Diesel,15.07
984,2020-11-05,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,39.47,74.01,18.372167924528306,-13.63,-0.79,Diesel,14.87
985,2020-11-04,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,39.68,74.39,18.56474968553459,-13.17,0.25,Diesel,15.46
986,2020-11-03,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,38.17,74.41,17.863079874213835,-16.48,-3.54,Diesel,15.49
987,2020-11-02,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,37.78,74.46,17.692445283018866,-17.33,-4.46,Diesel,15.57
988,2020-10-30,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,36.33,74.47,17.015692452830187,-20.5,-8.12,Diesel,15.58
989,2020-10-28,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,37.86,74.02,17.62513962264151,-17.16,-4.82,Diesel,14.88
990,2020-10-27,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,39.72,73.67,18.4036,-13.09,-0.62,Diesel,14.34
991,2020-10-26,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,39.06,74.07,18.1960641509434,-14.53,-1.74,Diesel,14.96
992,2020-10-23,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,40.71,73.65,18.85717924528302,-10.92,1.83,Diesel,14.31
993,2020-10-22,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,41.28,73.69,19.13159245283019,-9.67,3.31,Diesel,14.37
994,2020-10-21,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,40.09,73.72,18.587640251572328,-12.28,0.37,Diesel,14.42
995,2020-10-20,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,41.62,73.54,19.249904402515725,-8.93,3.95,Diesel,14.14
996,2020-10-19,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,41.29,73.31,19.037546540880506,-9.65,2.8,Diesel,13.78
997,2020-10-16,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,41.34,73.31,19.0606,-9.54,2.93,Diesel,13.78
998,2020-10-15,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,41.61,73.47,19.226960377358488,-8.95,3.83,Diesel,14.03
999,2020-10-14,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,41.81,73.28,19.26941383647799,-8.51,4.05,Diesel,13.74
1000,2020-10-13,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,41.34,73.32,19.0632,-9.54,2.94,Diesel,13.8
1001,2020-10-12,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,40.5,73.29,18.66820754716981,-11.38,0.81,Diesel,13.75
1002,2020-10-09,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,41.63,73.08,19.134090566037735,-8.91,3.32,Diesel,13.43
1003,2020-10-08,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,42.0,73.26,19.351698113207547,-8.1,4.5,Diesel,13.7
1004,2020-10-07,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,40.62,73.29,18.72352075471698,-11.12,1.11,Diesel,13.75
1005,2020-10-06,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,41.27,73.4,19.0516855345912,-9.69,2.88,Diesel,13.92
1006,2020-10-05,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,39.78,73.15,18.30130188679245,-12.95,-1.17,Diesel,13.53
1007,2020-10-02,70.46,76.86,75.95,73.99,74.315,29.31,28.31,32.29,30.61,30.12,38.0,73.35,17.53018867924528,-16.85,-5.34,Diesel,13.84
1008,2020-10-01,70.53,76.93,76.01,74.05,74.38000000000001,29.44,28.43,32.4,30.71,30.23,39.75,73.03,18.2575,-13.02,-1.41,Diesel,13.35
1009,2020-09-30,70.63,77.04,76.1,74.15,74.48,29.62,28.61,32.56,30.89,30.41,40.3,73.71,18.682471698113204,-11.82,0.89,Diesel,14.4
1010,2020-09-29,70.63,77.04,76.1,74.15,74.48,29.62,28.61,32.56,30.89,30.41,40.33,73.73,18.70145220125786,-11.75,0.99,Diesel,14.43
1011,2020-09-28,70.71,77.12,76.18,74.23,74.56,29.77,28.75,32.69,31.03,30.55,41.59,73.72,19.283111949685534,-8.99,4.13,Diesel,14.42
1012,2020-09-25,71.1,77.53,76.55,74.62,74.95,30.48,29.43,33.34,31.72,31.23,40.91,73.68,18.95753962264151,-10.48,2.37,Diesel,14.36
1013,2020-09-24,71.28,77.73,76.72,74.8,75.1325,30.81,29.77,33.64,32.04,31.55,41.24,73.95,19.180490566037736,-9.76,3.57,Diesel,14.78
1014,2020-09-23,71.28,77.73,76.72,74.8,75.1325,30.81,29.77,33.64,32.04,31.55,41.09,73.54,19.004771069182397,-10.09,2.63,Diesel,14.14
1015,2020-09-22,71.28,77.73,76.72,74.8,75.1325,30.81,29.77,33.64,32.04,31.55,40.84,73.48,18.873730817610063,-10.63,1.92,Diesel,14.05
1016,2020-09-21,71.43,77.87,76.85,74.94,75.27250000000001,31.09,30.0,33.86,32.29,31.8,40.37,73.55,18.67429874213836,-11.66,0.84,Diesel,14.15
1017,2020-09-18,72.02,78.48,77.4,75.52,75.855,32.17,31.02,34.82,33.31,32.82,42.16,73.54,19.49966289308176,-7.75,5.3,Diesel,14.14
1018,2020-09-17,72.37,78.85,77.73,75.87,76.205,32.81,31.64,35.39,33.93,33.43,42.35,73.63,19.611512578616352,-7.33,5.9,Diesel,14.28
1019,2020-09-16,72.56,79.05,77.91,76.06,76.39500000000001,33.16,31.97,35.71,34.26,33.76,41.23,73.52,19.064337106918234,-9.78,2.95,Diesel,14.11
1020,2020-09-15,72.56,79.05,77.91,76.06,76.39500000000001,33.16,31.97,35.71,34.26,33.76,39.54,73.6,18.302792452830182,-13.48,-1.17,Diesel,14.23
1021,2020-09-14,72.78,79.29,78.12,76.28,76.6175,33.57,32.37,36.07,34.65,34.15,38.57,73.54,17.839231446540882,-15.6,-3.67,Diesel,14.14
1022,2020-09-11,73.05,79.57,78.38,76.55,76.8875,34.06,32.84,36.53,35.13,34.62,38.8,73.6,17.960251572327042,-15.1,-3.01,Diesel,14.23
1023,2020-09-10,73.05,79.57,78.38,76.55,76.8875,34.06,32.84,36.53,35.13,34.62,39.27,73.45,18.1407641509434,-14.07,-2.04,Diesel,14.0
1024,2020-09-09,73.16,79.69,78.48,76.66,76.9975,34.26,33.04,36.7,35.32,34.82,39.98,73.56,18.49640754716981,-12.52,-0.12,Diesel,14.17
1025,2020-09-08,73.16,79.69,78.48,76.66,76.9975,34.26,33.04,36.7,35.32,34.82,38.53,73.91,17.91039182389937,-15.69,-3.28,Diesel,14.71
1026,2020-09-07,73.16,79.69,78.48,76.66,76.9975,34.26,33.04,36.7,35.32,34.82,40.67,73.45,18.787493710691827,-11.01,1.45,Diesel,14.0
1027,2020-09-04,73.4,79.94,78.71,76.9,77.23750000000001,34.7,33.46,37.1,35.75,35.24,41.1,73.2,18.921509433962264,-10.07,2.18,Diesel,13.61
1028,2020-09-03,73.4,79.94,78.71,76.9,77.23750000000001,34.7,33.46,37.1,35.75,35.24,42.72,73.53,19.755984905660377,-6.52,6.68,Diesel,14.12
1029,2020-09-01,73.56,80.11,78.86,77.06,77.39750000000001,35.0,33.74,37.36,36.03,35.52,45.72,72.92,20.96793962264151,0.04,13.23,Diesel,13.18
1030,2020-08-28,73.56,80.11,78.86,77.06,77.39750000000001,35.0,33.74,37.36,36.03,35.52,45.22,73.2,20.8182641509434,-1.05,12.42,Diesel,13.61
1031,2020-08-27,73.56,80.11,78.86,77.06,77.39750000000001,35.0,33.74,37.36,36.03,35.52,44.84,73.92,20.84636981132076,-1.88,12.57,Diesel,14.73
1032,2020-08-26,73.56,80.11,78.86,77.06,77.39750000000001,35.0,33.74,37.36,36.03,35.52,45.79,74.32,21.403225157232704,0.2,15.58,Diesel,15.35
1033,2020-08-25,73.56,80.11,78.86,77.06,77.39750000000001,35.0,33.74,37.36,36.03,35.52,46.01,74.25,21.48580188679245,0.68,16.02,Diesel,15.24
1034,2020-08-24,73.56,80.11,78.86,77.06,77.39750000000001,35.0,33.74,37.36,36.03,35.52,44.43,74.09,20.703262264150947,-2.78,11.8,Diesel,14.99
1035,2020-08-21,73.56,80.11,78.86,77.06,77.39750000000001,35.0,33.74,37.36,36.03,35.52,43.94,74.94,20.70983396226415,-3.85,11.83,Diesel,16.31
1036,2020-08-20,73.56,80.11,78.86,77.06,77.39750000000001,35.0,33.74,37.36,36.03,35.52,44.56,75.1,21.04689308176101,-2.49,13.65,Diesel,16.56
1037,2020-08-19,73.56,80.11,78.86,77.06,77.39750000000001,35.0,33.74,37.36,36.03,35.52,45.21,74.85,21.28282075471698,-1.07,14.93,Diesel,16.17
1038,2020-08-18,73.56,80.11,78.86,77.06,77.39750000000001,35.0,33.74,37.36,36.03,35.52,45.34,74.65,21.28698742138365,-0.79,14.95,Diesel,15.86
1039,2020-08-17,73.56,80.11,78.86,77.06,77.39750000000001,35.0,33.74,37.36,36.03,35.52,44.91,74.82,21.133120754716977,-1.73,14.12,Diesel,16.13
1040,2020-08-14,73.56,80.11,78.86,77.06,77.39750000000001,35.0,33.74,37.36,36.03,35.52,44.86,74.89,21.12934213836478,-1.84,14.1,Diesel,16.23
1041,2020-08-13,73.56,80.11,78.86,77.06,77.39750000000001,35.0,33.74,37.36,36.03,35.52,44.87,74.84,21.119942138364777,-1.82,14.05,Diesel,16.16
1042,2020-08-12,73.56,80.11,78.86,77.06,77.39750000000001,35.0,33.74,37.36,36.03,35.52,45.09,74.8,21.212150943396225,-1.33,14.55,Diesel,16.09
1043,2020-08-11,73.56,80.11,78.86,77.06,77.39750000000001,35.0,33.74,37.36,36.03,35.52,43.68,74.57,20.48564528301887,-4.42,10.62,Diesel,15.74
